name;urls;description
Nicslab;http://nicslab.com, https://twitter.com/@NicslabOfficial, http://crunchbase.com/organization/nicslab;Nicslab, a fabless chip company, developing electronic and photonic integrated circuits for future optical solutions in data centers, AI, and quantum computing.
Nido Robotics;http://nidorobotics.com, https://twitter.com/@nidorobotics, http://crunchbase.com/organization/nido-robotics;At Nido Robotics we help shipowners, fish farmers, and similar companies reduce their underwater inspection and maintenance costs through robotics.
Nifty Learning;http://niftylearning.io, http://crunchbase.com/organization/nifty-las#section-overview;Through smart automations we handle admin tasks and provide real-time insights to learning coordinators so they can focus on strategic work.
Nimbla;http://nimbla.com, https://twitter.com/@nimblabla, http://crunchbase.com/organization/nimbla;Insurance and financial products for SMEs.
NimbleBox.ai;http://nimblebox.ai, https://twitter.com/@NimbleBoxAI, http://crunchbase.com/organization/nimblebox-ai;Building MLOps for startups рџ¤–
NIMIS Cybersecurity;http://nimis.ai, https://twitter.com/@NIMISCyber, http://crunchbase.com/organization/nimis-cybersecurity;Real time penetration testing using artificial intelligence
Ninox;http://ninoxdb.de, https://twitter.com/@NinoxDB, http://crunchbase.com/organization/ninox-software-gmbh;We empower any User to create business Apps for teams
NIRA;http://nirafinance.com, https://twitter.com/@nirafinance, http://crunchbase.com/organization/nira;NIRA is a Indian fintech operating in the consumer finance space. We partner with employers to offer credit to their employees at their time of need.
NIRICSON SOFTWARE;http://hrginfrastructure.com, http://crunchbase.com/organization/niricson#section-overview;Bringing Digital Revolution to Infrastructure Condition Assessment and Risk Management
Nise;http://nise.tech, https://twitter.com/@nisetech, http://crunchbase.com/organization/nise;Helping people create, experiment, and serve delicious food with smart hardware and an all-in-one cooking education app.
Nix;http://nixbiosensors.com, https://twitter.com/@NixBiosensors, http://crunchbase.com/organization/nix#section-overview;Nix is developing a single use hydration sensor that informs athletes' hydration strategy: when to drink, what to drink, and how much to drink.
Nixtla;http://github.com, https://twitter.com/@nixtlainc, http://crunchbase.com/organization/nixtla;State of the Art Forecasting Software.
NMRKT;http://nmrkt.com, https://twitter.com/@ShopNMRKT, http://crunchbase.com/organization/nmrkt;Turning readers into shoppers
NNext Co.;http://nnext.ai, https://twitter.com/@nnextdb, http://crunchbase.com/organization/nnext-57fc;NNext is an open-source, vector search database tailored for ML apps that stores the useful intermediate outputs of ML applications not captured by current database solutions.
Noah;http://patchhomes.com, https://twitter.com/@patchhomes, http://crunchbase.com/organization/patch-homes-2;Noah provides home equity financing at 0% interest and no monthly payments.
Noblivity;http://noblivity.com, https://twitter.com/@Noblivity, http://crunchbase.com/organization/noblivity;B2B Marketplace for Specialty Retailers
NoCode;http://enzyme.so, https://twitter.com/@getenzyme, http://crunchbase.com/organization/enzyme;From words to website. In seconds.
NODE;http://noderecruiting.io, https://twitter.com/@nodeeco, http://crunchbase.com/organization/node-d51b;Node is a global talent marketplace to help companies hire the best international talent using local recruiters and universities.
Node App;http://node-app.com, https://twitter.com/@nodeinfluencers, http://crunchbase.com/organization/node-app;Influencer marketing in 3 clicks.
Nodesmith;http://nodesmith.io, https://twitter.com/@nodesmith, http://crunchbase.com/organization/nodesmith-inc;Nodesmith is a platform that connects applications to decentralized blockchain networks.
Noir Food;http://noirfood.com, http://crunchbase.com/organization/noir-food;A place where food and wine experiences meet a global community and a brand at the intersection of content, community and commerce built around food and wine.
Noktos;http://noktos.com, http://crunchbase.com/organization/noktos;Revolutionizing The Way Companies Pay for Travel
nopilot.ai;http://nopilot.ai, https://twitter.com/@nopilot_ai, http://crunchbase.com/organization/nopilot-ai;Autonomous vehicles software for city services, farming, and delivery.
Nori;http://nori.com, https://twitter.com/@nori, http://crunchbase.com/organization/nori;A marketplace for removing CO2 from the atmosphere.
Nossa Data;http://nossadata.com, https://twitter.com/@Nossa_Data, http://crunchbase.com/organization/nossa-data;Empowering companies to manage and plan their Environmental, Social, and Governance (ESG) needs.
NOTARUM;http://notarum.com, https://twitter.com/@notarum, http://crunchbase.com/organization/notarum;Enterprise SaaS workflow solution automating the due diligence process.
Notch;http://notchtechnologies.com, https://twitter.com/@NotchTechnology, http://crunchbase.com/organization/notch-technologies;Changing the wireless world using a platform technology called RF metasurfaces
Notedsource;http://notedsource.io, http://crunchbase.com/organization/notedsource;Platform for professors and scientists to monetize research with companies.
Noteworth;http://noteworth.com, https://twitter.com/@noteworth_, http://crunchbase.com/organization/https:;Connecting healthcare organizations to unprecedented streams of on-demand patient-generated health data
Noteworthy AI;http://noteworthy.ai, https://twitter.com/@noteworthyai, http://crunchbase.com/organization/noteworthy-ai;Noteworthy provides vehicle mounted cameras and AI to help electric utilities collect and analyze imagery on distribution assets at scale
Notion;http://getnotion.com, https://twitter.com/@notion, http://crunchbase.com/organization/notion-2;Complete home intelligence
Nourisher;http://nourisher.co, https://twitter.com/@Milkful_Mama, http://crunchbase.com/organization/milkful;Nourishment for the breastfeeding mom.
Novalia;http://novalia.co.uk, https://twitter.com/@novaliainfo, http://crunchbase.com/organization/novalia;Our prototyping tools, production processes, materials and software make creating interactive, connected, and touch based hardware easy.
Novele;http://novele.com, https://twitter.com/@noveleinc, http://crunchbase.com/organization/novele;Novele is a real estate technology company that designs and develops solutions for the building in the digital age.
Novel Effect;http://noveleffect.com, https://twitter.com/@Novel_Effect, http://crunchbase.com/organization/novel-effect-inc#/entity;Seattle-based Novel Effect is the leader in voice-driven media and entertainment across books, video, toys and games.
NoviCap;http://novicap.com, https://twitter.com/@novicap, http://crunchbase.com/organization/novicap;NoviCap is a new way to finance your business
Noviqu;http://noviqu.com, https://twitter.com/@noviquapp, http://crunchbase.com/organization/noviqu;Noviqu closes the gap for manufacturers between what management expects and what workers actually do.
Novo;http://novo.co, https://twitter.com/@novo_hq, http://crunchbase.com/organization/novo-4f69;Novo is a fintech that offers a banking platform to meet the needs of small businesses for free business checking and faster money movement.
Novo Space;http://novo.space, https://twitter.com/@novo_space, http://crunchbase.com/organization/novo-space;High-performance radiation-tolerant computers for the new space age
Nozzle;http://nozzle.io, https://twitter.com/@nozzleio, http://crunchbase.com/organization/nozzle;Nozzle is an innovative marketing channel analytics platform that saves companies millions by maximizing search engine campaigns.
NRGI.ai;http://nrgi.ai, http://crunchbase.com/organization/nrgi-ai;NRGI.ai is an online electricity platform that helps companies buy energy at fair prices and save money by choosing the right electricity provider.
Nudge Health;http://nudgehealth.co;Nudge is an AI that tracks what you eat, helping you eat healthier.
Nufi.mx;http://nufi.mx, https://twitter.com/@nufi_mx, http://crunchbase.com/organization/nufi-56d8;Nufi empowers everyone to build financial products quickly and with regulatory compliance. We are the legos of Fintech.
NUKERN;http://nukern.com, https://twitter.com/@NukernInc, http://crunchbase.com/organization/nukern;Automated billing and cloud provisioning platform for web hosts and digital agencies
NutriSense;http://nutrisense.io, https://twitter.com/@nutrisenseio, http://crunchbase.com/organization/nutrisense;A bio-feedback powered, personalized nutrition coach.
Nveloped;http://nveloped.com, https://twitter.com/@nveloped, http://crunchbase.com/organization/nveloped;Easy. Secure. Email
Nytilus;http://nytilus.com, https://twitter.com/@Nytilus_AR, http://crunchbase.com/organization/nytilus;AR+AI platform for industrial applications.
Nyungu Afrika;http://nyungu.care;
Oathello;http://oathello.com, https://twitter.com/@oathello_law, http://crunchbase.com/organization/oathello;Where Paperwork for Payments and Finance Happens.
Oatmeal Health;http://oatmealhealth.com, https://twitter.com/@OatmealhealthAI, http://crunchbase.com/organization/oatmeal-health;Oatmeal Health is a teleradiology practice that offers preventative AI-enabled chronic disease screenings to underserved patients.
ObjectBox;http://objectbox.io, https://twitter.com/@objectbox_io, http://crunchbase.com/organization/objectbox;ObjectBox is a mobile database that is 10X faster than the industry leader and only takes 1/10th of the code to implement.
